1	4	1	1	11
1	4	1	2	11
1	4	1	3	11
1	4	1	4	11
1	4	3	1	11
1	4	3	2	11
1	4	3	3	11
1	4	3	4	11
1	4	4	1	11
1	4	4	2	11
1	4	4	3	11
1	4	4	4	11
1	4	6	1	11
1	4	6	2	11
1	4	6	3	11
1	4	6	4	11
1	4	7	1	11
1	4	7	2	11
1	4	7	3	11
1	4	7	4	11
1	4	8	1	11
1	4	8	2	11
1	4	8	3	11
1	4	8	4	11
1	4	9	1	11
1	4	9	2	11
1	4	9	3	11
1	4	9	4	11
1	4	12	1	11
1	4	12	2	11
1	4	12	3	11
1	4	12	4	11
1	4	15	1	11
1	4	15	2	11
1	4	15	3	11
1	4	15	4	11
1	4	16	1	11
1	4	16	2	11
1	4	16	3	11
1	4	16	4	11
1	4	19	1	11
1	4	19	2	11
1	4	19	3	11
1	4	19	4	11
1	4	21	1	11
1	4	21	2	11
1	4	21	3	11
1	4	21	4	11
1	4	23	1	11
1	4	23	2	11
1	4	23	3	11
1	4	23	4	11
1	4	24	1	11
1	4	24	2	11
1	4	24	3	11
1	4	24	4	11
1	4	26	1	11
1	4	26	2	11
1	4	26	3	11
1	4	26	4	11
1	4	27	1	11
1	4	27	2	11
1	4	27	3	11
1	4	27	4	11
1	4	28	1	11
1	4	28	2	11
1	4	28	3	11
1	4	28	4	11
1	4	30	1	11
1	4	30	2	11
1	4	30	3	11
1	4	30	4	11
1	4	31	1	11
1	4	31	2	11
1	4	31	3	11
1	4	31	4	11
1	4	33	1	11
1	4	33	2	11
1	4	33	3	11
1	4	33	4	11
1	4	35	1	11
1	4	35	2	11
1	4	35	3	11
1	4	35	4	11
1	4	36	1	11
1	4	36	2	11
1	4	36	3	11
1	4	36	4	11
1	4	37	1	11
1	4	37	2	11
1	4	37	3	11
1	4	37	4	11
1	4	38	1	11
1	4	38	2	11
1	4	38	3	11
1	4	38	4	11
1	4	39	1	11
1	4	39	2	11
1	4	39	3	11
1	4	39	4	11
1	4	41	1	11
1	4	41	2	11
1	4	41	3	11
1	4	41	4	11
1	4	44	1	11
1	4	44	2	11
1	4	44	3	11
1	4	44	4	11
1	4	46	1	11
1	4	46	2	11
1	4	46	3	11
1	4	46	4	11
1	4	47	1	11
1	4	47	2	11
1	4	47	3	11
1	4	47	4	11
1	4	48	1	11
1	4	48	2	11
1	4	48	3	11
1	4	48	4	11
1	5	1	1	22
1	5	1	2	22
1	5	1	3	22
1	5	1	4	22
1	5	3	1	22
1	5	3	2	22
1	5	3	3	22
1	5	3	4	22
1	5	5	1	22
1	5	5	2	22
1	5	5	3	22
1	5	5	4	22
1	5	6	1	22
1	5	6	2	22
1	5	6	3	22
1	5	6	4	22
1	5	10	1	22
1	5	10	2	22
1	5	10	3	22
1	5	10	4	22
1	5	12	1	22
1	5	12	2	22
1	5	12	3	22
1	5	12	4	22
1	5	15	1	22
1	5	15	2	22
1	5	15	3	22
1	5	15	4	22
1	5	16	1	22
1	5	16	2	22
1	5	16	3	22
1	5	16	4	22
1	5	19	1	22
1	5	19	2	22
1	5	19	3	22
1	5	19	4	22
1	5	20	1	22
1	5	20	2	22
1	5	20	3	22
1	5	20	4	22
1	5	25	1	22
1	5	25	2	22
1	5	25	3	22
1	5	25	4	22
1	5	29	1	22
1	5	29	2	22
1	5	29	3	22
1	5	29	4	22
1	5	31	1	22
1	5	31	2	22
1	5	31	3	22
1	5	31	4	22
1	5	33	1	22
1	5	33	2	22
1	5	33	3	22
1	5	33	4	22
1	5	34	1	22
1	5	34	2	22
1	5	34	3	22
1	5	34	4	22
1	5	35	1	22
1	5	35	2	22
1	5	35	3	22
1	5	35	4	22
1	5	44	1	22
1	5	44	2	22
1	5	44	3	22
1	5	44	4	22
1	5	47	1	22
1	5	47	2	22
1	5	47	3	22
1	5	47	4	22
1	5	48	1	22
1	5	48	2	22
1	5	48	3	22
1	5	48	4	22
1	5	49	1	22
1	5	49	2	22
1	5	49	3	22
1	5	49	4	22
1	5	50	1	22
1	5	50	2	22
1	5	50	3	22
1	5	50	4	22
1	6	2	1	33
1	6	2	2	33
1	6	2	3	33
1	6	2	4	33
1	6	3	1	33
1	6	3	2	33
1	6	3	3	33
1	6	3	4	33
1	6	5	1	33
1	6	5	2	33
1	6	5	3	33
1	6	5	4	33
1	6	10	1	33
1	6	10	2	33
1	6	10	3	33
1	6	10	4	33
1	6	12	1	33
1	6	12	2	33
1	6	12	3	33
1	6	12	4	33
1	6	13	1	33
1	6	13	2	33
1	6	13	3	33
1	6	13	4	33
1	6	14	1	33
1	6	14	2	33
1	6	14	3	33
1	6	14	4	33
1	6	18	1	33
1	6	18	2	33
1	6	18	3	33
1	6	18	4	33
1	6	19	1	33
1	6	19	2	33
1	6	19	3	33
1	6	19	4	33
1	6	20	1	33
1	6	20	2	33
1	6	20	3	33
1	6	20	4	33
1	6	22	1	33
1	6	22	2	33
1	6	22	3	33
1	6	22	4	33
1	6	23	1	33
1	6	23	2	33
1	6	23	3	33
1	6	23	4	33
1	6	24	1	33
1	6	24	2	33
1	6	24	3	33
1	6	24	4	33
1	6	25	1	33
1	6	25	2	33
1	6	25	3	33
1	6	25	4	33
1	6	27	1	33
1	6	27	2	33
1	6	27	3	33
1	6	27	4	33
1	6	28	1	33
1	6	28	2	33
1	6	28	3	33
1	6	28	4	33
1	6	29	1	33
1	6	29	2	33
1	6	29	3	33
1	6	29	4	33
1	6	32	1	33
1	6	32	2	33
1	6	32	3	33
1	6	32	4	33
1	6	35	1	33
1	6	35	2	33
1	6	35	3	33
1	6	35	4	33
1	6	38	1	33
1	6	38	2	33
1	6	38	3	33
1	6	38	4	33
1	6	40	1	33
1	6	40	2	33
1	6	40	3	33
1	6	40	4	33
1	6	41	1	33
1	6	41	2	33
1	6	41	3	33
1	6	41	4	33
1	6	43	1	33
1	6	43	2	33
1	6	43	3	33
1	6	43	4	33
1	6	44	1	33
1	6	44	2	33
1	6	44	3	33
1	6	44	4	33
1	6	46	1	33
1	6	46	2	33
1	6	46	3	33
1	6	46	4	33
1	6	49	1	33
1	6	49	2	33
1	6	49	3	33
1	6	49	4	33
1	6	50	1	33
1	6	50	2	33
1	6	50	3	33
1	6	50	4	33
1	7	3	1	33
1	7	3	2	33
1	7	3	3	33
1	7	3	4	33
1	7	5	1	33
1	7	5	2	33
1	7	5	3	33
1	7	5	4	33
1	7	7	1	33
1	7	7	2	33
1	7	7	3	33
1	7	7	4	33
1	7	8	1	33
1	7	8	2	33
1	7	8	3	33
1	7	8	4	33
1	7	9	1	33
1	7	9	2	33
1	7	9	3	33
1	7	9	4	33
1	7	16	1	33
1	7	16	2	33
1	7	16	3	33
1	7	16	4	33
1	7	19	1	33
1	7	19	2	33
1	7	19	3	33
1	7	19	4	33
1	7	20	1	33
1	7	20	2	33
1	7	20	3	33
1	7	20	4	33
1	7	21	1	33
1	7	21	2	33
1	7	21	3	33
1	7	21	4	33
1	7	24	1	33
1	7	24	2	33
1	7	24	3	33
1	7	24	4	33
1	7	27	1	33
1	7	27	2	33
1	7	27	3	33
1	7	27	4	33
1	7	30	1	33
1	7	30	2	33
1	7	30	3	33
1	7	30	4	33
1	7	32	1	33
1	7	32	2	33
1	7	32	3	33
1	7	32	4	33
1	7	34	1	33
1	7	34	2	33
1	7	34	3	33
1	7	34	4	33
1	7	39	1	33
1	7	39	2	33
1	7	39	3	33
1	7	39	4	33
1	7	41	1	33
1	7	41	2	33
1	7	41	3	33
1	7	41	4	33
1	7	44	1	33
1	7	44	2	33
1	7	44	3	33
1	7	44	4	33
1	7	46	1	33
1	7	46	2	33
1	7	46	3	33
1	7	46	4	33
1	7	47	1	33
1	7	47	2	33
1	7	47	3	33
1	7	47	4	33
1	7	49	1	33
1	7	49	2	33
1	7	49	3	33
1	7	49	4	33
1	8	2	1	33
1	8	2	2	33
1	8	2	3	33
1	8	2	4	33
1	8	3	1	33
1	8	3	2	33
1	8	3	3	33
1	8	3	4	33
1	8	6	1	33
1	8	6	2	33
1	8	6	3	33
1	8	6	4	33
1	8	7	1	33
1	8	7	2	33
1	8	7	3	33
1	8	7	4	33
1	8	11	1	33
1	8	11	2	33
1	8	11	3	33
1	8	11	4	33
1	8	12	1	33
1	8	12	2	33
1	8	12	3	33
1	8	12	4	33
1	8	16	1	33
1	8	16	2	33
1	8	16	3	33
1	8	16	4	33
1	8	18	1	33
1	8	18	2	33
1	8	18	3	33
1	8	18	4	33
1	8	20	1	33
1	8	20	2	33
1	8	20	3	33
1	8	20	4	33
1	8	22	1	33
1	8	22	2	33
1	8	22	3	33
1	8	22	4	33
1	8	23	1	33
1	8	23	2	33
1	8	23	3	33
1	8	23	4	33
1	8	25	1	33
1	8	25	2	33
1	8	25	3	33
1	8	25	4	33
1	8	27	1	33
1	8	27	2	33
1	8	27	3	33
1	8	27	4	33
1	8	31	1	33
1	8	31	2	33
1	8	31	3	33
1	8	31	4	33
1	8	33	1	33
1	8	33	2	33
1	8	33	3	33
1	8	33	4	33
1	8	37	1	33
1	8	37	2	33
1	8	37	3	33
1	8	37	4	33
1	8	41	1	33
1	8	41	2	33
1	8	41	3	33
1	8	41	4	33
1	8	42	1	33
1	8	42	2	33
1	8	42	3	33
1	8	42	4	33
